	Lazy Lightnin'					
	> Supplication					
II:	Scarlet Begonias					
	> Fire On The Mountain					
	Promised Land					
	Stagger Lee					
	Truckin'					
	> Drums					
	> Space					
	> The Other One					
	> Stella Blue					
	> Not Fade Away					
	> Around & Around					
E:	Casey Jones					
1978/12/21	Grateful Dead	The Summit		Houston	TX	
I:	Jack Straw					
	Dire Wolf					
	Cassidy					
	Stagger Lee					
	Mama Tried					
	> Mexicali Blues					
	Friend Of The Devil					
	It's All Over Now					
	Brown-Eyed Women					
	Passenger					
	Peggy-O					
	The Music Never Stopped					
II:	I Need A Miracle					
	> Bertha					
	> Good Lovin'					
	From The Heart Of Me					
	Terrapin Station					
	> Playin' In The Band					
	> Drums					
	> Space					
	> Black Peter					
	> Jam					
	> Playin' Reprise					
	> Sugar Magnolia					
E:	U.S. Blues					
1978/12/22	Grateful Dead	Dallas Convention Center Arena		Dallas	TX	
I:	Shakedown Street					
	Me & My Uncle					
	> Big River					
	Tennessee Jed					
	Looks Like Rain					
	Stagger Lee					
	Beat It On Down The Line					
	Candyman					
	Minglewood Blues					
	Deal					
II:	Scarlet Begonias					
	> Fire On The Mountain					
	From The Heart Of Me					
	Estimated Prophet					
	> Eyes Of The World					
	> Drums					
	> Not Fade Away					
	> Wharf Rat					
1978/12/27	Grateful Dead	Golden Hall		San Diego	CA	
I:	Promised Land					
	Friend Of The Devil					
	Cassidy					
	Peggy-O					
	Mama Tried					
	> Mexicali Blues					
	Mississippi Half-Step					
	> Franklin's Tower					
	The Music Never Stopped					
II:	Bertha					
	> Good Lovin'					
	Ship Of Fools					
	Samson & Delilah					
	Terrapin Station					
	> Playin' In The Band					
	> Drums					
	> Not Fade Away					
	> Black Peter					
	> Around & Around					
E:	U.S. Blues					
1978/12/28	Grateful Dead	Golden Hall		San Diego	CA	
I:	Sugaree					
	Beat It On Down The Line					
	Dire Wolf					
	Looks Like Rain					
	Stagger Lee					
	Me & My Uncle					
	> Big River					
	Candyman					
	Minglewood Blues					
	Tennessee Jed					
	Lazy Lightnin'					
	> Supplication					
II:	Shakedown Street					
	From The Heart Of Me					
	Estimated Prophet					
	> Eyes Of The World					
	> Drums					
	> Space					
	> Truckin'					
	> Wharf Rat					
	> Sugar Magnolia					
E:	Johnny B. Goode					
1978/12/30	Grateful Dead	Pauley Pavilion	UCLA	Los Angeles	CA	(*w/Hamza el-Din; **w/Lee Oskar)
I:	Jack Straw					
	They Love Each Other					
	Mama Tried					
	> Mexicali Blues					
	Loser					
	Looks Like Rain					
	Stagger Lee					
	Passenger					
	Tennessee Jed					
	Minglewood Blues					
	Sugaree					
	Promised Land					
II:	I Need A Miracle					
	> Bertha					
	> Good Lovin'					
	Scarlet Begonias					
	> Fire On The Mountain					
	Playin' In The Band					
	> Shakedown Street					
	> Drums*					
	> Ollin Arageed*					
	> Jam					
	> St. Stephen					
	> Not Fade Away					
	> Goin' Down The Road					
	> Around & Around**					
E:	One More Saturday Night**					
1978/12/31	Grateful Dead	Winterland Arena		San Francisco	CA	(last Dark Star 10/18/74; last And We Bid You Goodnight 12/31/76; *w/Matt Kelly; **w/Ken Kesey, Lee Oskar, Greg Errico; ***w/John Cipollina, Matt Kelly, Lee Oskar, Greg Errico; NRPS and Blues Brothers opened; released as The Closing Of Winterland)
I:	Sugar Magnolia					
	> Scarlet Begonias					
	> Fire On The Mountain					
	Me & My Uncle					
	> Big River					
	Friend Of The Devil					
	It's All Over Now					
	Stagger Lee					
	From The Heart Of Me					
	> Sunshine Daydream					
II:	Samson & Delilah					
	Ramble On Rose					
	I Need A Miracle*					
	> Terrapin Station					
	> Playin' In The Band					
	> Drums**					
	> Not Fade Away***					
	> Around & Around***					
III:	Dark Star					
	> The Other One					
	> Dark Star					
	> Wharf Rat					
	> St. Stephen					
	> Good Lovin'					
E:	Casey Jones					
	> Johnny B. Goode					
	And We Bid You Goodnight					
1979/01/05	Grateful Dead	The Spectrum		Philadelphia	PA	(rescheduled from 11/27/78)
I:	Sugaree					
	Minglewood Blues					
	Candyman					
	Mama Tried					
	> Mexicali Blues					
	From The Heart Of Me					
	Brown-Eyed Women					
	It's All Over Now					
	Stagger Lee					
	The Music Never Stopped					
II:	Bertha					
	> Good Lovin'					
	It Must Have Been The Roses					
	Estimated Prophet					
	> Eyes Of The World					
	> Drums					
	> Space					
	> Truckin'					
	> Nobody's Fault But Mine					
	> Black Peter					
	> Around & Around					
E:	Johnny B. Goode					
1979/01/07	Grateful Dead	Madison Square Garden		New York	NY	(rescheduled from 11/30/78)
I:	Jack Straw					
	They Love Each Other					
	Cassidy					
	Jack-A-Roe					
	Looks Like Rain					
	Tennessee Jed					
	El Paso					
	Stagger Lee					
	Passenger					
II:	I Need A Miracle					
	> Shakedown Street					
	From The Heart Of Me					
	Estimated Prophet					
	> Eyes Of The World					
	> Drums					
	> Space					
	> Not Fade Away					
	> Black Peter					
	> Around & Around					
E:	Good Lovin'					
1979/01/08	Grateful Dead	Madison Square Garden		New York	NY	(rescheduled from 12/1/78)
I:	Mississippi Half-Step					
	> Franklin's Tower					
	Minglewood Blues					
	Candyman					
	Me & My Uncle					
	> Big River					
	Friend Of The Devil					
	It's All Over Now					
	Brown-Eyed Women					
	Lazy Lightnin'					
	> Supplication					
II:	Scarlet Begonias					
	> Fire On The Mountain					
	Samson & Delilah					
	Terrapin Station					
	> Playin' In The Band					
	> Drums					
	> Space					
	> The Other One					
	> Wharf Rat					
	> Good Lovin'					
E:	U.S. Blues					
1979/01/10	Grateful Dead	Nassau Veterans Memorial Coliseum		Uniondale	NY	
I:	Promised Land					
	Dire Wolf					
	Mama Tried					
	> Mexicali Blues					
	Tennessee Jed					
	Looks Like Rain					
	Stagger Lee					
	El Paso					
	Row Jimmy					
	Passenger					
	Loser					
	The Music Never Stopped					
II:	Shakedown Street					
	I Need A Miracle					
	> Bertha					
	> Good Lovin'					
	Dark Star					
	> Drums					
	> Space					
	> Wharf Rat					
	> St. Stephen					
	> Around & Around					
E:	Johnny B. Goode					
1979/01/11	Grateful Dead	Nassau Veterans Memorial Coliseum		Uniondale	NY	
I:	Sugaree					
	Me & My Uncle					
	> Big River					
	Peggy-O					
	Cassidy					
	Friend Of The Devil					
	Minglewood Blues					
	From The Heart Of Me					
	Ramble On Rose					
	Jack Straw					
	> Deal					
II:	I Need A Miracle					
	Ship Of Fools					
	Estimated Prophet					
	> He's Gone					
	> Drums					
	> Space					
	> Truckin'					
	> The Other One					
	> Stella Blue					
	> Good Lovin'					
E:	Casey Jones					
1979/01/12	Grateful Dead	The Spectrum		Philadelphia	PA	(rescheduled from 11/28/78)
I:	Jack Straw					
	Candyman					
	El Paso					
	Tennessee Jed					
	Beat It On Down The Line					
	Peggy-O					
	Passenger					
	Deal					
II:	Samson & Delilah					
	It Must Have Been The Roses					
	Dancin' In The Streets					
	> Drums					
	> Space					
	> Not Fade Away					
	> Goin' Down The Road					
	> Sugar Magnolia					
E:	U.S. Blues					
1979/01/14	Grateful Dead	Utica Memorial Coliseum		Utica	NY	(rescheduled from 12/2/78)
I:	Cold Rain & Snow					
	Minglewood Blues					
	Dire Wolf					
	Me & My Uncle					
	> Big River					
	They Love Each Other					
	Looks Like Rain					
	Brown-Eyed Women					
	It's All Over Now					
	Jack-A-Roe					
	Lazy Lightnin'					
	> Supplication					
II:	I Need A Miracle					
	> Bertha					
	> Good Lovin'					
	Stagger Lee					
	Estimated Prophet					
	> Eyes Of The World					
	> Drums					
	> Space					
	> Iko Iko					
	> The Other One					
	> Black Peter					
	> Around & Around					
1979/01/15	Grateful Dead	Springfield Civic Center		Springfield	MA	
I:	Jack Straw					
	Jack-A-Roe					
	Cassidy					
	Row Jimmy					
	Mama Tried					
	> Mexicali Blues					
	Stagger Lee					
	Passenger					
	Deal					
II:	I Need A Miracle					
	> Shakedown Street					
	From The Heart Of Me					
	Terrapin Station					
	> Playin' In The Band					
	> Drums					
	> Space					
	> Playin' Reprise					
	> Casey Jones					
E:	Johnny B. Goode					
1979/01/17	Grateful Dead	Veterans Memorial Coliseum		New Haven	CT	(rescheduled from 11/25/78)
I:	Shakedown Street					
	Me & My Uncle					
	> Big River					
	Peggy-O					
	Beat It On Down The Line					
	Stagger Lee					
	Minglewood Blues					
	Brown-Eyed Women					
	From The Heart Of Me					
	I Need A Miracle					
II:	Scarlet Begonias					
	> Fire On The Mountain					
	Estimated Prophet					
	> Eyes Of The World					
	> Drums					
	> Space					
	> Not Fade Away					
	> Black Peter					
	> Around & Around					
	> Good Lovin'					
E:	Casey Jones					
1979/01/18	Grateful Dead	Providence Civic Center		Providence	RI	
I:	Promised Land					
	They Love Each Other					
	Mama Tried					
	> Mexicali Blues					
	Friend Of The Devil					
	Cassidy					
	Jack-A-Roe					
	Looks Like Rain					
	Ramble On Rose					
	Minglewood Blues					
	Deal					
II:	I Need A Miracle					
	> Bertha					
	> Good Lovin'					
	From The Heart Of Me					
	Ship Of Fools					
	He's Gone					
	> Truckin'					
	> The Other One					
	> Wharf Rat					
	> Around & Around					
E:	U.S. Blues					
1979/01/20	Grateful Dead	Shea's Buffalo Theatre		Buffalo	NY	(without Donna)
I:	Promised Land					
	Sugaree					
	El Paso					
	Peggy-O					
	It's All Over Now					
	Jack-A-Roe					
	Minglewood Blues					
	Stagger Lee					
	Jack Straw					
II:	I Need A Miracle					
	> Bertha					
	> Good Lovin'					
	Loser					
	Estimated Prophet					
	> The Other One					
	> Drums					
	> Space					
	> The Other One					
	> Dark Star					
	> Not Fade Away					
	> Sugar Magnolia					
E:	One More Saturday Night					
1979/01/21	Grateful Dead	Masonic Auditorium		Detroit	MI	(without Donna)
I:	Sugaree					
	Me & My Uncle					
	> Big River					
	They Love Each Other					
	Beat It On Down The Line					
	Dire Wolf					
	Looks Like Rain					
	Brown-Eyed Women					
	Minglewood Blues					
	Friend Of The Devil					
	Jack Straw					
	Deal					
II:	Samson & Delilah					
	Terrapin Station					
	> Playin' In The Band					
	> Drums					
	> Space					
	> Truckin'					
	> Stella Blue					
	> Good Lovin'					
E:	U.S. Blues					
1979/02/03	Grateful Dead	Market Square Arena		Indianapolis	IN	(last China Cat Sunflower> I Know You Rider 12/29/77)
I:	Promised Land					
	Candyman					
	Mama Tried					
	> Mexicali Blues					
	China Cat Sunflower					
	> I Know You Rider					
	Minglewood Blues					
	Stagger Lee					
	The Music Never Stopped					
II:	Scarlet Begonias					
	> Fire On The Mountain					
	From The Heart Of Me					
	Estimated Prophet					
	> Eyes Of The World					
	> Drums					
	> Space					
	> The Other One					
	> Wharf Rat					
	> I Need A Miracle					
	> Casey Jones					
E:	One More Saturday Night					
1979/02/04	Grateful Dead	Dane County Coliseum		Madison	WI	
I:	Mississippi Half-Step					
	> Franklin's Tower					
	Me & My Uncle					
	> Big River					
	Peggy-O					
	Cassidy					
	Friend Of The Devil					
	El Paso					
	Tennessee Jed					
	Lazy Lightnin'					
	> Supplication					
II:	Shakedown Street					
	Samson & Delilah					
	From The Heart Of Me					
	Terrapin Station					
	> Playin' In The Band					
	> Drums					
	> Space					
	> Iko Iko					
	> Black Peter					
	> Around & Around					
E:	U.S. Blues					
1979/02/07	Grateful Dead	SIU Arena	Southern Illinois University	Carbondale	IL	(2nd set incomplete; last Don't Ease Me In 8/6/74)
I:	Don't Ease Me In					
	Mama Tried					
	> Mexicali Blues					
	Jack-A-Roe					
	Looks Like Rain					
	They Love Each Other					
	Minglewood Blues					
	Stagger Lee					
	I Need A Miracle					
	> Bertha					
II:	Dancin' In The Streets					
	> Drums					
1979/02/09	Grateful Dead	Soldiers and Sailors Memorial Hall		Kansas City	KS	
I:	Promised Land					
	Candyman					
	Cassidy					
	Tennessee Jed					
	El Paso					
	Jack-A-Roe					
	Looks Like Rain					
	Stagger Lee					
	Passenger					
	China Cat Sunflower					
	> I Know You Rider					
II:	Not Fade Away					
	> I Need A Miracle					
	> Bertha					
	> Good Lovin'					
	From The Heart Of Me					
	He's Gone					
	> Drums					
	> Space					
	> Truckin'					
	> Comes A Time					
	> Around & Around					
E:	Shakedown Street					
1979/02/10	Grateful Dead	Soldiers and Sailors Memorial Hall		Kansas City	KS	
I:	Don't Ease Me In					
	Me & My Uncle					
	> Big River					
	They Love Each Other					
	Minglewood Blues					
	Brown-Eyed Women					
	It's All Over Now					
	Deal					
	Jack Straw					
II:	Scarlet Begonias					
	> Fire On The Mountain					
	From The Heart Of Me					
	Estimated Prophet					
	> Eyes Of The World					
	> Drums					
	> Space					
	> The Other One					
	> Wharf Rat					
	> Sugar Magnolia					
E:	One More Saturday Night					
	I Need A Miracle					
1979/02/11	Grateful Dead	Kiel Auditorium		St. Louis	MO	
I:	Promised Land					
	Sugaree					
	Mama Tried					
	> Mexicali Blues					
	Friend Of The Devil					
	Lazy Lightnin'					
	> Supplication					
	Might As Well					
	The Music Never Stopped					
II:	Samson & Delilah					
	China Cat Sunflower					
	> I Know You Rider					
	From The Heart Of Me					
	Terrapin Station					
	> Playin' In The Band					
	> Drums					
	> Space					
	> Not Fade Away					
	> Stella Blue					
	> I Need A Miracle					
	> Good Lovin'					
E:	U.S. Blues					
1979/02/17	Grateful Dead	Oakland Coliseum Arena		Oakland	CA	(Keith & Donna's final show; last Greatest Story Ever Told 10/18/74; last High Time 5/26/77; last Big Railroad Blues 10/19/74; last The Wheel 2/3/78)
I:	Greatest Story Ever Told					
	Don't Ease Me In					
	Mama Tried					
	> Mexicali Blues					
	Friend Of The Devil					
	Passenger					
	High Time					
	Looks Like Rain					
	Jack-A-Roe					
	Lazy Lightnin'					
	> Supplication					
II:	Might As Well					
	I Need A Miracle					
	> Bertha					
	> Good Lovin'					
	From The Heart Of Me					
	Big Railroad Blues					
	Terrapin Station					
	> Playin' In The Band					
	> Drums					
	> Space					
	> The Wheel					
	> Shakedown Street					
	> Playin' Reprise					
	> Sugar Magnolia					
E:	One More Saturday Night					
1979/04/22	Grateful Dead	Spartan Stadium	San Jose State University	San Jose	CA	(Brent Mydland's first show; *w/Airto Moreira; first show with The Beast; Charlie Daniels Band, Greg Kihn Band opened)
I:	Jack Straw					
	Tennessee Jed					
	Mama Tried					
	> Mexicali Blues					
	Sugaree					
	Minglewood Blues					
	Brown-Eyed Women					
	Looks Like Rain					
	Stagger Lee					
	Passenger					
	Deal					
II:	I Need A Miracle					
	> Bertha					
	> Good Lovin'					
	Scarlet Begonias					
	> Fire On The Mountain					
	Estimated Prophet					
	> He's Gone					
	> Drums*					
	> Space					
	> The Other One					
	> Wharf Rat					
	> Around & Around					
E:	U.S. Blues					
	Shakedown Street					
1979/05/03	Grateful Dead	Charlotte Coliseum		Charlotte	NC	
I:	Promised Land					
	Brown-Eyed Women					
	Me & My Uncle					
	> Big River					
	Stagger Lee					
	Looks Like Rain					
	Row Jimmy					
	It's All Over Now					
	Deal					
II:	Samson & Delilah					
	Tennessee Jed					
	Terrapin Station					
	> Playin' In The Band					
	> Drums					
	> Space					
	> Black Peter					
	> Not Fade Away					
	> Playin' Reprise					
E:	U.S. Blues					
1979/05/04	Grateful Dead	Hampton Coliseum		Hampton	VA	
I:	Mississippi Half-Step					
	> Franklin's Tower					
	Mama Tried					
	> Mexicali Blues					
	Candyman					
	Lazy Lightnin'					
	> Supplication					
	Loser					
	Minglewood Blues					
	Don't Ease Me In					
	Passenger					
II:	I Need A Miracle					
	> Bertha					
	> Good Lovin'					
	Ship Of Fools					
	Estimated Prophet					
	> Eyes Of The World					
	> Drums					
	> Space					
	> Truckin'					
	> Stella Blue					
	> Around & Around					
1979/05/05	Grateful Dead	Baltimore Civic Center		Baltimore	MD	
I:	Jack Straw					
	> Sugaree					
	El Paso					
	Friend Of The Devil					
	It's All Over Now					
	Tennessee Jed					
	Dancin' In The Streets					
II:	Scarlet Begonias					
	> Fire On The Mountain					
	Samson & Delilah					
	> He's Gone					
	> Drums					
	> Space					
	> The Other One					
	> Wharf Rat					
	> Sugar Magnolia					
E:	One More Saturday Night					
1979/05/07	Grateful Dead	Allan Kirby Field House	Lafayette College	Easton	PA	(*w/John Cipollina)
I:	Don't Ease Me In					
	Me & My Uncle					
	> Big River					
	Candyman					
	Looks Like Rain					
	Tennessee Jed					
	Minglewood Blues					
	Peggy-O					
	Passenger					
II:	Shakedown Street					
	Jack Straw					
	Stagger Lee					
	Estimated Prophet					
	> Eyes Of The World					
	> Drums					
	> Space*					
	> Not Fade Away*					
	> Black Peter*					
	> Around & Around*					
E:	U.S. Blues					
1979/05/08	Grateful Dead	Recreation Hall	Penn State University	University Park	PA	
I:	Promised Land					
	They Love Each Other					
	Mama Tried					
	> Mexicali Blues					
	Brown-Eyed Women					
	It's All Over Now					
	Row Jimmy					
	El Paso					
	Stagger Lee					
	Lazy Lightnin'					
	> Supplication					
	> Deal					
II:	Scarlet Begonias					
	> Fire On The Mountain					
	Samson & Delilah					
	Terrapin Station					
	> Playin' In The Band					
	> Drums					
	> Space					
	> The Other One					
	> China Doll					
	> Playin' Reprise					
	> Good Lovin'					
E:	Shakedown Street					
1979/05/09	Grateful Dead	Broome County Arena		Binghamton	NY	
I:	Sugaree					
	Me & My Uncle					
	Loser					
	Minglewood Blues					
	Friend Of The Devil					
	Looks Like Rain					
	Stagger Lee					
	Jack Straw					
II:	China Cat Sunflower					
	> I Know You Rider					
	He's Gone					
	> Truckin'					
	> Drums					
	> Space					
	> Wharf Rat					
	> Sugar Magnolia					
E:	Johnny B. Goode					
1979/05/11	Grateful Dead	Billerica Forum		Billerica	MA	(no encore)
I:	Mississippi Half-Step					
	> Franklin's Tower					
	Mama Tried					
	> Mexicali Blues					
	Peggy-O					
	It's All Over Now					
	Brown-Eyed Women					
	Lazy Lightnin'					
	> Supplication					
II:	Shakedown Street					
	Passenger					
	Ship Of Fools					
	Estimated Prophet					
	> Eyes Of The World					
	> Drums					
	> Space					
	> Black Peter					
	> I Need A Miracle					
	> Bertha					
	> Good Lovin'					
1979/05/12	Grateful Dead	Alumni Stadium	University of Massachusetts	Amherst	MA	(Patti Smith Group and Roy Ayers Ubiquity opened)
I:	Jack Straw					
	They Love Each Other					
	Me & My Uncle					
	> Big River					
	Tennessee Jed					
	Minglewood Blues					
	Stagger Lee					
	Looks Like Rain					
	Deal					
II:	Don't Ease Me In					
	Samson & Delilah					
	Friend Of The Devil					
	Terrapin Station					
	> Playin' In The Band					
	> Drums					
	> Space					
	> Not Fade Away					
	> Stella Blue					
	> Good Lovin'					
E:	Shakedown Street					
	> One More Saturday Night					
1979/05/13	Grateful Dead	Cumberland County Civic Center		Portland	ME	
I:	Sugaree					
	Mama Tried					
	> Mexicali Blues					
	Jack-A-Roe					
	It's All Over Now					
	Candyman					
	El Paso					
	Row Jimmy					
	Jack Straw					
II:	Scarlet Begonias					
	> Fire On The Mountain					
	Estimated Prophet					
	> He's Gone					
	> Truckin'					
	> Drums					
	> Space					
	> Wharf Rat					
	> Around & Around					
E:	U.S. Blues					
1979/06/28	Grateful Dead	Sacramento Memorial Auditorium		Sacramento	CA	
I:	Don't Ease Me In					
	Minglewood Blues					
	They Love Each Other					
	Mama Tried					
	> Mexicali Blues					
	Peggy-O					
	It's All Over Now					
	Stagger Lee					
	Passenger					
	Loser					
	The Music Never Stopped					
II:	Scarlet Begonias					
	> Fire On The Mountain					
	Samson & Delilah					
	Ship Of Fools					
	Playin' In The Band					
	> Eyes Of The World					
	> Drums					
	> Space					
	> Not Fade Away					
	> Black Peter					
	> Around & Around					
E:	U.S. Blues					
1979/06/30	Grateful Dead	Portland International Speedway		Portland	OR	(David Bromberg, then McGuinn, Clark and Hillman opened)
I:	Jack Straw					
	Candyman					
	Me & My Uncle					
	> Big River					
	Tennessee Jed					
	Looks Like Rain					
	Deal					
II:	I Need A Miracle					
	> Bertha					
	> Good Lovin'					
	Friend Of The Devil					
	Estimated Prophet					
	> He's Gone					
	> Drums					
	> Space					
	> The Other One					
	> Wharf Rat					
	> Sugar Magnolia					
E:	One More Saturday Night					
1979/07/01	Grateful Dead	Seattle Center Coliseum		Seattle	WA	
I:	Mississippi Half-Step					
	> Franklin's Tower					
	Mama Tried					
	> Mexicali Blues					
	Peggy-O					
	Minglewood Blues					
	Stagger Lee					
	El Paso					
	Brown-Eyed Women					
	Passenger					
II:	Don't Ease Me In					
	Samson & Delilah					
	Sugaree					
	Terrapin Station					
	> Playin' In The Band					
	> Drums					
	> Space					
	> Stella Blue					
	> Truckin'					
	> Around & Around					
E:	Shakedown Street					
1979/08/04	Grateful Dead	Oakland Auditorium Arena		Oakland	CA	"(first Althea, Lost Sailor; 1st GD show with Jerry's Doug Irwin ""Tiger"" guitar)"
I:	Jack Straw					
	They Love Each Other					
	Mama Tried					
	> Mexicali Blues					
	Peggy-O					
	Minglewood Blues					
	Tennessee Jed					
	El Paso					
	Althea					
	Lost Sailor					
	> Deal					
II:	Passenger					
	Friend Of The Devil					
	Samson & Delilah					
	Shakedown Street					
	> Playin' In The Band					
	> Drums					
	> Space					
	> Stella Blue					
	> Sugar Magnolia					
E:	U.S. Blues					
1979/08/05	Grateful Dead	Oakland Auditorium Arena		Oakland	CA	(*w/Hamza El-Din)
I:	Mississippi Half-Step					
	> Franklin's Tower					
	> Me & My Uncle					
	> Big River					
	Candyman					
	It's All Over Now					
	Brown-Eyed Women					
	Lost Sailor					
	> Althea					
	> Promised Land					
II:	Scarlet Begonias					
	> Fire On The Mountain					
	Estimated Prophet					
	> Eyes Of The World					
	> Drums					
	> Space					
	> Ollin Arageed*					
	> Not Fade Away					
	> Wharf Rat					
	> Around & Around					
E:	Bertha					
	> Good Lovin'					
	Johnny B. Goode					
1979/08/12	Grateful Dead	Red Rocks Amphitheatre		Morrison	CO	
I:	Promised Land					
	They Love Each Other					
	Mama Tried					
	> Mexicali Blues					
	Peggy-O					
	Lazy Lightnin'					
	> Supplication					
	Brown-Eyed Women					
	Looks Like Rain					
	Althea					
	> Passenger					
II:	China Cat Sunflower					
	> I Know You Rider					
	Lost Sailor					
	Don't Ease Me In					
	Estimated Prophet					
	> Eyes Of The World					
	> Drums					
	> Space					
	> Not Fade Away					
	> Black Peter					
	> Around & Around					
E:	U.S. Blues					
1979/08/13	Grateful Dead	McNichols Sports Arena		Denver	CO	
I:	Shakedown Street					
	Me & My Uncle					
	> Big River					
	Candyman					
	El Paso					
	Friend Of The Devil					
	Minglewood Blues					
	Althea					
	Lost Sailor					
	> Deal					
II:	I Need A Miracle					
	> Bertha					
	> Good Lovin'					
	He's Gone					
	> The Other One					
	> Drums					
	> Space					
	> Wharf Rat					
	> Truckin'					
	> Nobody's Jam					
	> Truckin'					
E:	Sugar Magnolia					
1979/08/14	Grateful Dead	McNichols Sports Arena		Denver	CO	(first Easy To Love You)
I:	Jack Straw					
	Jack-A-Roe					
	Mama Tried					
	> Mexicali Blues					
	Tennessee Jed					
	Easy To Love You					
	Passenger					
	Stagger Lee					
	The Music Never Stopped					
II:	Promised Land					
	Ship Of Fools					
	Samson & Delilah					
	Terrapin Station					
	> Playin' In The Band					
	> Drums					
	> Space					
	> Not Fade Away					
	> Stella Blue					
	> Good Lovin'					
E:	U.S. Blues					
	> Johnny B. Goode					
1979/08/31	Grateful Dead	Glens Falls Civic Center		Glens Falls	NY	(no encore; first Saint Of Circumstance)
I:	Promised Land					
	Dire Wolf					
	Cassidy					
	Loser					
	El Paso					
	Peggy-O					
	Easy To Love You					
	Minglewood Blues					
	Althea					
	Lost Sailor					
	> Saint Of Circumstance					
	> Deal					
II:	Shakedown Street					
	Greatest Story Ever Told					
	Ship Of Fools					
	Estimated Prophet					
	> Eyes Of The World					
	> Drums					
	> Space					
	> Not Fade Away					
	> Black Peter					
	> Around & Around					
1979/09/01	Grateful Dead	Holleder Memorial Stadium		Rochester	NY	(Upsate Jam; Good Rats, then Greg Kihn Band opened)
I:	Mississippi Half-Step					
	> Franklin's Tower					
	Me & My Uncle					
	> Big River					
	Friend Of The Devil					
	Looks Like Rain					
	Don't Ease Me In					
	Lost Sailor					
	> Saint Of Circumstance					
II:	Scarlet Begonias					
	> Fire On The Mountain					
	> Drums					
	> Space					
	> Wharf Rat					
	> I Need A Miracle					
	> Bertha					
	> Good Lovin'					
E:	One More Saturday Night					
1979/09/02	Grateful Dead	Augusta Civic Center		Augusta	ME	
I:	Jack Straw					
	They Love Each Other					
	Mama Tried					
	> Mexicali Blues					
	Stagger Lee					
	Cassidy					
	Row Jimmy					
	Minglewood Blues					
	Jack-A-Roe					
	The Music Never Stopped					
II:	Samson & Delilah					
	Ramble On Rose					
	Terrapin Station					
	> Let it Grow					
	> Drums					
	> Space					
	> Stella Blue					
	> Truckin'					
	> Around & Around					
E:	U.S. Blues					
1979/09/04	Grateful Dead	Madison Square Garden		New York	NY	
I:	Jack Straw					
	Sugaree					
	Me & My Uncle					
	> Big River					
	Candyman					
	Minglewood Blues					
	Tennessee Jed					
	Lost Sailor					
	> Saint Of Circumstance					
	> Deal					
II:	China Cat Sunflower					
	> I Know You Rider					
	Looks Like Rain					
	He's Gone					
	> Drums					
	> Space					
	> Wharf Rat					
	> Around & Around					
E:	Shakedown Street					
1979/09/05	Grateful Dead	Madison Square Garden		New York	NY	
I:	Mississippi Half-Step					
	> Franklin's Tower					
	Mama Tried					
	> Mexicali Blues					
	Peggy-O					
	Cassidy					
	Loser					
	Promised Land					
II:	Scarlet Begonias					
	> Fire On The Mountain					
	Estimated Prophet					
	> Eyes Of The World					
	> Drums					
	> Space					
	> Black Peter					
	> I Need A Miracle					
	> Bertha					
	> Good Lovin'					
E:	U.S. Blues					
1979/09/06	Grateful Dead	Madison Square Garden		New York	NY	
I:	Minglewood Blues					
	Dire Wolf					
	El Paso					
	Brown-Eyed Women					
	It's All Over Now					
	Don't Ease Me In					
	Looks Like Rain					
	Althea					
	> Lost Sailor					
	> Saint Of Circumstance					
II:	China Cat Sunflower					
	> I Know You Rider					
	Easy To Love You					
	Ramble On Rose					
	Terrapin Station					
	> Playin' In The Band					
	> Drums					
	> Space					
	> Not Fade Away					
	> Stella Blue					
	> Sugar Magnolia					
E:	Johnny B. Goode					
1979/10/24	Grateful Dead	Springfield Civic Center		Springfield	MA	
I:	Promised Land					
	Loser					
	Mama Tried					
	> Mexicali Blues					
	They Love Each Other					
	Minglewood Blues					
	Dire Wolf					
	Easy To Love You					
	Lost Sailor					
	> Saint Of Circumstance					
II:	Scarlet Begonias					
	> Fire On The Mountain					
	Samson & Delilah					
	Terrapin Station					
	> Playin' In The Band					
	> Drums					
	> Space					
	> Wharf Rat					
	> Playin' Reprise					
E:	Johnny B. Goode					
1979/10/25	Grateful Dead	Veterans Memorial Coliseum		New Haven	CT	(portions released as Road Trips v. 1 no. 1)
I:	Don't Ease Me In					
	Cassidy					
	Peggy-O					
	El Paso					
	Brown-Eyed Women					
	It's All Over Now					
	Tennessee Jed					
	Looks Like Rain					
	Deal					
II:	Shakedown Street					
	Passenger					
	Friend Of The Devil					
	Estimated Prophet					
	> Eyes Of The World					
	> Drums					
	> Space					
	> Stella Blue					
	> Good Lovin'					
E:	U.S. Blues					
1979/10/27	Grateful Dead	Cape Cod Coliseum		South Yarmouth	MA	(released as part of 30 Trips Around The Sun)
I:	Jack Straw					
	Candyman					
	Me & My Uncle					
	> Big River					
	Brown-Eyed Women					
	Easy To Love You					
	Minglewood Blues					
	Stagger Lee					
	Lost Sailor					
	> Saint Of Circumstance					
	> Deal					
II:	Dancin' In The Streets					
	> Franklin's Tower					
	He's Gone					
	> Caution Jam					
	> The Other One					
	> Drums					
	> Space					
	> Not Fade Away					
	> Black Peter					
	> Around & Around					
E:	One More Saturday Night					
1979/10/28	Grateful Dead	Cape Cod Coliseum		South Yarmouth	MA	
I:	Mississippi Half-Step					
	> Franklin's Tower					
	Mama Tried					
	> Mexicali Blues					
	Althea					
	Passenger					
	Ramble On Rose					
	The Music Never Stopped					
